eBird species code 2018,sort v2018,category,English name,scientific name,range,order,family,eBird species group,extinct,extinct year,,,,,,,,,,,,,,,,,,,
brutin1,146.0,species,Brushland Tinamou,Nothoprocta cinerascens,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,147.0,subspecies,,Nothoprocta cinerascens cinerascens,SE Bolivia to nw Paraguay and central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,148.0,subspecies,,Nothoprocta cinerascens parvimaculata,Arid nw Argentina (e La Rioja),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
andtin1,149.0,species,Andean Tinamou,Nothoprocta pentlandii,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,150.0,subspecies,,Nothoprocta pentlandii ambigua,Andes of s Ecuador and nw Peru,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,151.0,subspecies,,Nothoprocta pentlandii oustaleti,W slope of Andes of central and s Peru,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,152.0,subspecies,,Nothoprocta pentlandii niethammeri,Coastal central Peru,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,153.0,subspecies,,Nothoprocta pentlandii fulvescens,Andes of se Peru,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,154.0,subspecies,,Nothoprocta pentlandii pentlandii,Andes of w Bolivia to nw Argentina and extreme n Chile,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,155.0,subspecies,,Nothoprocta pentlandii doeringi,Mountains of central Argentina (San Luis and Córdoba),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,156.0,subspecies,,Nothoprocta pentlandii mendozae,Mountains of w-central Argentina (n Neuquén and Mendoza),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
cubtin1,157.0,species,Curve-billed Tinamou,Nothoprocta curvirostris,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,158.0,subspecies,,Nothoprocta curvirostris curvirostris,Andes of central Ecuador to n Peru (Cordillera del Condor),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,159.0,subspecies,,Nothoprocta curvirostris peruviana,Andes of n and central Peru (south to Huánuco),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
nothop1,160.0,spuh,Nothoprocta sp.,Nothoprocta sp.,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
whbnot1,161.0,species,White-bellied Nothura,Nothura boraquira,NE Brazil to e Bolivia and ne Paraguay,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
lesnot1,162.0,species,Lesser Nothura,Nothura minor,semiarid grasslands and scrub of interior southeastern Brazil and east central Paraguay,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
darnot1,163.0,species,Darwin's Nothura,Nothura darwinii,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,164.0,subspecies,,Nothura darwinii peruviana,Highlands of s Peru (Urubamba Valley of Cuzco),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,165.0,subspecies,,Nothura darwinii agassizii,Altiplano of extreme se Peru and w Bolivia,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,166.0,subspecies,,Nothura darwinii boliviana,Highlands of w Bolivia (Cochabamba to Tarija),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,167.0,subspecies,,Nothura darwinii salvadorii,Semiarid subtropical w Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,168.0,subspecies,,Nothura darwinii darwinii,Patagonian steppes of s-central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
sponot1,169.0,species,Spotted Nothura,Nothura maculosa,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,170.0,subspecies,,Nothura maculosa cearensis,NE Brazil (s Ceará),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,171.0,subspecies,,Nothura maculosa major,"Interior e-c Brazil (Minas Gerais, Goiás and adjacent Bahia)",Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,172.0,subspecies,,Nothura maculosa paludivaga,Central Paraguay and n-central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,173.0,subspecies,,Nothura maculosa maculosa,"SE Brazil to e Paraguay, Uruguay and ne Argentina",Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,174.0,subspecies,,Nothura maculosa pallida,Moist chaco grasslands of nw Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,175.0,subspecies,,Nothura maculosa annectens,Moist grasslands of e Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,176.0,subspecies,,Nothura maculosa submontana,Andean foothills of sw Argentina (Neuquén to Chubut),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,177.0,subspecies,,Nothura maculosa nigroguttata,Plains of s-central Argentina (Río Negro to se Neuquén),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
chanot1,178.0,species,Chaco Nothura,Nothura chacoensis,chaco of northwestern Paraguay,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
dwatin1,179.0,species,Dwarf Tinamou,Taoniscus nanus,Interior se Brazil and ne Argentina (Misiones),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
elctin1,180.0,species,Elegant Crested-Tinamou,Eudromia elegans,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,181.0,subspecies,,Eudromia elegans intermedia,Andes of nw Argentina (Salta to Catamarca),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,182.0,subspecies,,Eudromia elegans magnistriata,Andes of nw Argentina (Tucumán and n Córdoba),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,183.0,subspecies,,Eudromia elegans riojana,Andes of nw Argentina (La Rioja and San Juan),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,184.0,subspecies,,Eudromia elegans albida,Dry savanna of w Argentina (San Juan),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,185.0,subspecies,,Eudromia elegans wetmorei,Andean foothills in w Argentina (n-central Mendoza),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,186.0,subspecies,,Eudromia elegans devia,SW Argentina at base of Andes (Neuquén),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,187.0,subspecies,,Eudromia elegans numida,Dry grasslands of central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,188.0,subspecies,,Eudromia elegans multiguttata,Dry grasslands of e-central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,189.0,subspecies,,Eudromia elegans elegans,Central Argentina (Río Negro and Neuquén),Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,190.0,subspecies,,Eudromia elegans patagonica,S Argentina (Neuquén to Santa Cruz) and adjacent s Chile,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
quctin1,191.0,species,Quebracho Crested-Tinamou,Eudromia formosa,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,192.0,subspecies,,Eudromia formosa mira,Arid chaco of Paraguay and (?) possibly adjacent n Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
,193.0,subspecies,,Eudromia formosa formosa,Arid quebracho woodlands of n-central Argentina,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
puntin1,194.0,species,Puna Tinamou,Tinamotis pentlandii,"Andes of Peru to n Bolivia, Chile and nw Argentina",Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
pattin1,195.0,species,Patagonian Tinamou,Tinamotis ingoufi,Savanna of sw Argentina and s Chile,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
tinamo1,196.0,spuh,tinamou sp.,Tinamidae sp.,,Tinamiformes,Tinamidae (Tinamous),Tinamous,,,,,,,,,,,,,,,,,,,,,
soucas1,197.0,species,Southern Cassowary,Casuarius casuarius,"Humid forests of ne Australia, New Guinea and Aru Islands",Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,,,,,,,,,,,,,,,,,,,,,
dwacas1,198.0,species,Dwarf Cassowary,Casuarius bennetti,"New Guinea, Yapen I. and New Britain",Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,,,,,,,,,,,,,,,,,,,,,
norcas1,199.0,species,Northern Cassowary,Casuarius unappendiculatus,"Lowlands of New Guinea, Yapen I. and w Papuan islands",Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,,,,,,,,,,,,,,,,,,,,,
emu1,200.0,species,Emu,Dromaius novaehollandiae,,Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,,,,,,,,,,,,,,,,,,,,,
,201.0,subspecies,,Dromaius novaehollandiae novaehollandiae,Australia,Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,,,,,,,,,,,,,,,,,,,,,
,202.0,subspecies,,Dromaius novaehollandiae baudinianus,Formerly Kangaroo Island (South Australia). Extinct.,Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,1,1836,,,,,,,,,,,,,,,,,,,
,203.0,subspecies,,Dromaius novaehollandiae minor,Formerly King I. (Australia). Extinct; last reported 1850,Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,1,1850,,,,,,,,,,,,,,,,,,,
,204.0,subspecies,,Dromaius novaehollandiae diemenensis,Formerly Tasmania. Extinct ca 1865,Casuariiformes,Casuariidae (Cassowaries and Emu),Cassowaries and Emu,1,1865,,,,,,,,,,,,,,,,,,,
sobkiw1,205.0,species,Southern Brown Kiwi,Apteryx australis,,Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
sobkiw2,206.0,group (monotypic),Southern Brown Kiwi (South I.),Apteryx australis australis,Southwest South I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
sobkiw3,207.0,group (monotypic),Southern Brown Kiwi (Stewart I.),Apteryx australis lawryi,Stewart I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
okbkiw1,208.0,species,Okarito Brown Kiwi,Apteryx rowi,"Okarito Forest (west coast of South Island, New Zealand)",Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
nibkiw1,209.0,species,North Island Brown Kiwi,Apteryx mantelli,North Island (New Zealand),Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
liskiw1,210.0,species,Little Spotted Kiwi,Apteryx owenii,"Kapiti I., South I. and formerly North I. (New Zealand)",Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
grskiw1,211.0,species,Great Spotted Kiwi,Apteryx haastii,Forests of South I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),Kiwis,,,,,,,,,,,,,,,,,,,,,
horscr1,212.0,species,Horned Screamer,Anhima cornuta,Lowlands of Venezuela to n Bolivia and Amazonian Brazil,Anseriformes,Anhimidae (Screamers),Screamers,,,,,,,,,,,,,,,,,,,,,
souscr1,213.0,species,Southern Screamer,Chauna torquata,Wet lowlands of se Peru to n Argentina and s Brazil,Anseriformes,Anhimidae (Screamers),Screamers,,,,,,,,,,,,,,,,,,,,,
norscr1,214.0,species,Northern Screamer,Chauna chavaria,N Colombia and nw Venezuela,Anseriformes,Anhimidae (Screamers),Screamers,,,,,,,,,,,,,,,,,,,,,
maggoo1,215.0,species,Magpie Goose,Anseranas semipalmata,Coastal n Australia and Trans-Fly savanna of s New Guinea,Anseriformes,Anseranatidae (Magpie Goose),Waterfowl,,,,,,,,,,,,,,,,,,,,,
spwduc1,216.0,species,Spotted Whistling-Duck,Dendrocygna guttata,"Sulawesi to New Guinea, Bismarck Arch. and s Philippines",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
plwduc1,217.0,species,Plumed Whistling-Duck,Dendrocygna eytoni,Lowlands of n and e Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
wfwduc1,218.0,species,White-faced Whistling-Duck,Dendrocygna viduata,"Costa Rica to Brazil; Africa, Madagascar and Comoro Islands",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00721,219.0,hybrid,Spotted x White-faced Whistling-Duck (hybrid),Dendrocygna guttata x viduata,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
bbwduc,220.0,species,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
bkbwhd1,221.0,group (monotypic),Black-bellied Whistling-Duck (fulgens),Dendrocygna autumnalis fulgens,S US to Panama,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
bkbwhd2,222.0,group (monotypic),Black-bellied Whistling-Duck (autumnalis),Dendrocygna autumnalis autumnalis,Panama to n Argentina (mainly east of Andes),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
wiwduc1,223.0,species,West Indian Whistling-Duck,Dendrocygna arborea,"Bahamas, Greater Antilles and n Lesser Antilles",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00775,224.0,hybrid,Black-bellied x West Indian Whistling-Duck (hybrid),Dendrocygna autumnalis x arborea,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
fuwduc,225.0,species,Fulvous Whistling-Duck,Dendrocygna bicolor,"S US to Argentina; e Africa, Madagascar and s Asia",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00875,226.0,hybrid,Black-bellied x Fulvous Whistling-Duck (hybrid),Dendrocygna autumnalis x bicolor,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
wawduc1,227.0,species,Wandering Whistling-Duck,Dendrocygna arcuata,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,228.0,subspecies,,Dendrocygna arcuata arcuata,Philippines to Indonesia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,229.0,subspecies,,Dendrocygna arcuata australis,S New Guinea and n and e Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,230.0,subspecies,,Dendrocygna arcuata pygmaea,New Britain I. (Bismarck Archipelago),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
lewduc1,231.0,species,Lesser Whistling-Duck,Dendrocygna javanica,Indian subcontinent to SE Asia and Greater Sundas,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
y01080,232.0,slash,Fulvous/Lesser Whistling-Duck,Dendrocygna bicolor/javanica,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
whistl1,233.0,spuh,whistling-duck sp.,Dendrocygna sp.,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
whbduc1,234.0,species,White-backed Duck,Thalassornis leuconotus,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,235.0,subspecies,,Thalassornis leuconotus leuconotus,Locally in Africa south of the Sahara,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,236.0,subspecies,,Thalassornis leuconotus insularis,Locally in aquatic lowlands of Madagascar,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
bahgoo,237.0,species,Bar-headed Goose,Anser indicus,Alpine lakes in central Asia; winters to India and Myanmar,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
empgoo,238.0,species,Emperor Goose,Anser canagicus,"breeds in northeastern Siberia and western Alaska; primarily winters in Alaska, from the Aleutian Islands to the Alaska Peninsula",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
snogoo,239.0,species,Snow Goose,Anser caerulescens,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,240.0,subspecies,,Anser caerulescens caerulescens,"breeds from northeastern Siberia and Alaska to northwestern and north central Candaa; winters in the southern United States from California to New York, and to northern Mexico",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,241.0,subspecies,,Anser caerulescens atlanticus,NW Greenland and islands in Baffin Bay; winters to ne Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
rosgoo,242.0,species,Ross's Goose,Anser rossii,Tundra of Arctic Canada; winters to s US,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
sxrgoo1,243.0,hybrid,Snow x Ross's Goose (hybrid),Anser caerulescens x rossii,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
y00469,244.0,slash,Snow/Ross's Goose,Anser caerulescens/rossii,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gragoo,245.0,species,Graylag Goose,Anser anser,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gragoo2,246.0,group (monotypic),Graylag Goose (European),Anser anser anser,"Breeds nw Eurasia; winters to North Africa, Turkey and Iran",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gragoo3,247.0,group (monotypic),Graylag Goose (Siberian),Anser anser rubrirostris,"NE Eurasia; winters to Asia Minor, India and n Indochina",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gragoo1,248.0,domestic,Graylag Goose (Domestic type),Anser anser (Domestic type),,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
swagoo1,249.0,species,Swan Goose,Anser cygnoides,N-central Asia (s-central Siberia to n China),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
swagoo2,250.0,domestic,Swan Goose (Domestic type),Anser cygnoides (Domestic type),,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00776,251.0,hybrid,Graylag x Swan Goose (Domestic type) (hybrid),Anser anser x cygnoides (Domestic type),,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gwfgoo,252.0,species,Greater White-fronted Goose,Anser albifrons,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gwfgoo1,253.0,group (monotypic),Greater White-fronted Goose (Greenland),Anser albifrons flavirostris,"breeds in western Greenland; winters in Ireland, western Scotland, and western Wales",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gwfgoo4,254.0,group (monotypic),Greater White-fronted Goose (Eurasian),Anser albifrons albifrons,"breeds in northern Russia, east to northeastern Siberia; winters in Europe east to southern Asia, south to northern India, southern China, and Japan",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gwfgoo2,255.0,group (polytypic),Greater White-fronted Goose (Western),Anser albifrons gambelli/sponsa,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,256.0,subspecies,,Anser albifrons gambelli,breeds from interior and northern Alaska east across arctic Canada to the Hudson Bay regoin; winters in the south central United States and in northeastern Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,257.0,subspecies,,Anser albifrons sponsa,breeds in western Alaska; winters in California and western Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
gwfgoo3,258.0,group (monotypic),Greater White-fronted Goose (Tule),Anser albifrons elgasi,breeds in southern Alaska (Cook Inlet area); winters in northern California (Sacramento Valley and the head of Suisun Bay),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00755,259.0,hybrid,Bar-headed x Greater White-fronted Goose (hybrid),Anser indicus x albifrons,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
x00627,260.0,hybrid,Snow x Greater White-fronted Goose (hybrid),Anser caerulescens x albifrons,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
lwfgoo,261.0,species,Lesser White-fronted Goose,Anser erythropus,"Arctic Eurasia; winters to s Europe, India and China",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
y00707,262.0,slash,Greater/Lesser White-fronted Goose,Anser albifrons/erythropus,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
taibeg1,263.0,species,Taiga Bean-Goose,Anser fabalis,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,264.0,subspecies,,Anser fabalis fabalis,Taiga of Scandinavia to Ural Mountains,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,265.0,subspecies,,Anser fabalis johanseni,Taiga and wooded tundra of Ural Mountains to Lake Baikal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,266.0,subspecies,,Anser fabalis middendorffii,Taiga of e Siberia (east of Lake Baikal),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
tunbeg1,267.0,species,Tundra Bean-Goose,Anser serrirostris,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,268.0,subspecies,,Anser serrirostris rossicus,Tundra of n Russia and nw Siberia (accidental in Quebec),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
,269.0,subspecies,,Anser serrirostris serrirostris,Tundra of ne Siberia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
y00468,270.0,slash,Taiga/Tundra Bean-Goose,Anser fabalis/serrirostris,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
pifgoo,271.0,species,Pink-footed Goose,Anser brachyrhynchus,"Breeds Greenland, Iceland and Spitzbergen; winters nw Europe",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
domgoo1,272.0,domestic,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
anser1,273.0,spuh,Anser sp.,Anser sp.,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
brant,274.0,species,Brant,Branta bernicla,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
dabbra1,275.0,group (monotypic),Brant (Dark-bellied),Branta bernicla bernicla,N-central Siberia; winters coastal England and nw Europe,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,,,,,,,,,,,,,,,,,,,,,
